Date Completed,Item Code,Item Name,Qty.,Serial Number,Asset Code,Ship From,Ship To,Justification
31 January 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,UPS Warehouse,Toyin Roundabout Cabinet Ikeja,The closures is to be used at Toyin roundabout Cabinet Ikeja For maintenance of IKJ_OLT_01/SLOT 7/PORT 1 & 2).
31 January 2017,TOL-171081,MST-08XX0J-A0650UM,1, , ,UPS Warehouse,4 salvation Road off Opebi Road Ikeja.,For backbone extension project into 4 Salvation Road Off  Opebi Ikeja
31 January 2017,TOL-13000,8m Foreign Treated Wooden Poles,2, , ,Ikeja Store,"Kodesho street,Ikeja Lagos",The pole is to be erected at Custom Road (Unity Bus-stop) for maintenance of (IKJ_OLT_01/SLOT 7/PORT 1 &2 ) outages.
31 January 2017,TOL-13000,8m Foreign Treated Wooden Poles,1, , ,Ikeja Store,4 salvation Road off Opebi Road Ikeja.,For backbone extension project into 4 Salvation Road Off  Opebi Ikeja
31 January 2017,CAB-1717,MST-0JXX00-A0500UM,1, , ,Ikeja Store,20 Sobo Arobiodu Street GRA Ikeja.,For backbone extension project into 20 sobo Arobiodu street Ikeja
31 January 2017,TOL-17112,OFDR-I-01-8U,4, , ,Ikeja Store,Imperial Mortgage Homes(GTHomes) 26 Saka Tinubu VI.,For maintenance at Imperial Homes
13 February 2017,TOL-17049,ONT,1,CIGGB0903488, ,HQ Store,"Tusen Consulting Limited 5 Balarabe Musa Crescent, VI.",For replacement at Tusen. 
31 January 2017,TOL-171074,FHD-ACC-CLAMP910,5, , ,Ikeja Store,"Serengeti Group 18  Remi Fani-Kayode Street, GRA, Ikeja",The clamps are to be used with the requested poles raised for the  Link maintenance of serengeti Group at Sobo Arobiodu/Adeniji Adele Junction.
31 January 2017,TOL-171074,FHD-ACC-CLAMP910,7, , ,Ikeja Store,"Serengeti Group 18  Remi Fani-Kayode Street, GRA, Ikeja",The clamps are to be used with the requested poles raised for the  Link maintenance of serengeti Group at Sobo Arobiodu/Adeniji Adele Junction.
31 January 2017,TOL-171074,FHD-ACC-CLAMP910,12, , ,Ikeja Store,4 salvation Road off Opebi Road Ikeja.,For backbone extension into 4 Salvation Road Off Opebi ikeja
06 February 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,HQ Store,Galaxy Ngr Natural Medicine Dev. Agency.,For maintenance on Galaxy's link at Kofo Abayomi
06 February 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store," Telvida Int'l Syst Ltd  Plot 12, Churchgate Street VI.",For maintenance at Telvida
01 February 2017,TOL-18001,FDSC-SHTH-REP-24,1, , ,Ikeja Store,Osborne Foreshore Estate ,Maintenance for an MST tail at Ibadan street Osborne foreshore Estate ikoyi  
01 February 2017,TOL-13000,8m Foreign Treated Wooden Poles,2, , ,Ikeja Store, SOWEMIMO STREET IKEJA BRA LAGOS,"Maintenance for civil work to serve 3, Sowemimo Ikeja GRA. The Existing duct is blocked. Approved by Goke Juba"
02 February 2017,TOL-18001,FDSC-SHTH-REP-24,2, , ,Ikeja Store,Safa Rabih-Candy Plus Ltd  212 Musa Yaradua V.I,For maintenance at Candy Plus
06 February 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,HQ Store,Safa Rabih-Candy Plus Ltd  212 Musa Yaradua V.I,For maintenance at Candy Plus
02 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,DANGOTE SUGAR,To be use at dangote sugar isolo rerunning of I F cable
02 February 2017,TOL-18001,FDSC-SHTH-REP-24,2, , ,Ikeja Store,Yousef Samer.  15 Goriola Street VI.,For maintenance at Yousef Sammer's place
02 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"Briscoe Technologies Limited.Chevron ,Lekki Lagos ",for a link installation at briscoe tech. chevron lekki
02 February 2017,CAB-070155,12 core fiber optic cable-Foreign,160, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,This would be used for the restoration of service for this customer whose cable was damaged by fire.
02 February 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,This would be used for the restoration of service for this customer whose cable was damaged by fire.
02 February 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,This would be used for the restoration of service for this customer whose cable was damaged by fire.
03 February 2017,CAB-70053,24 Core Fibre Optic Cable-Local,1432, , ,Ikeja Store,Gbagada Phase 2,The remaining part of the 2660km of 24 core cable  for Gbagada 2 project 
03 February 2017,CAB-70160,FHD-XJ1A-0300M,1, , ,Ikeja Store,"Dalamal Deepak . 29, Kofo Abayomi Street Victori Island ",For service restoration at customers location.
03 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,BRISCOE TECHNOLOGIES,for installation.
03 February 2017,TOL-17111,OFDR-B-01-8U,1, , ,Ikeja Store,A.J & Flik No.18A Cooper Road,maintenance for the replacement of a faulty MST at No.18A Cooper Road Ikoyi
03 February 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,Ikeja Store,A.J & Flik No.18A Cooper Road,maintenance for the replacement of a faulty MST at No.18A Cooper Road Ikoyi
06 February 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,ADEDAPO.OJORA. 34 GLOVER ROAD IKOYI,Maintenance for a Costumer at (Adedapo Ojora) 34 Glover road ikoyi
06 February 2017,CAB-70167,FHD-XJ1A-0050M,2, , ,Ikeja Store,ADEDAPO.OJORA. 34 GLOVER ROAD IKOYI,Maintenance for a Costumer a (Adedapo Ojora) 34 Glover road ikoyi
13 February 2017,TOL-17090,FPS-MPP1JJJ,2, , ,Ikeja Store,Mascom Apartment. Banana Island Ikoyi Lagos.,Project requisition for 1x8  splitter for Mascom Project   It wasn't signed out initially. The request is based on the BOM  quantity. 
03 February 2017,INS-005101,Fibre Heat Shrink,2, , ,Ikeja Store,Kudirat Abiola Way ,maintenance for a damaged 8m pole conveying our backbone cable and MST_tail on Kudirat Abiola Way Ikeja.
03 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,Kudirat Abiola Way ,maintenance for a damaged 8m pole conveying our backbone cable and MST_tail on Kudirat Abiola Way Ikeja.
03 February 2017,TOL-13000,8m Foreign Treated Wooden Poles,1, , ,Ikeja Store,Kudirat Abiola Way ,maintenance for a damaged 8m pole conveying our backbone cable and MST_tail on Kudirat Abiola Way Ikeja.
03 February 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,UPS Warehouse,Kudirat Abiola Way ,maintenance for damaged 8m pole on kudirat abiola way ikeja
06 February 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,350, , ,UPS Warehouse,Kudirat Abiola Way ,maintenance for damaged 8m pole at Kudirat Abiola Way Ikeja
06 February 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,Kudirat Abiola Way ,maintenance for damaged 8m pole at Kudirat Abiola Way Ikeja
06 February 2017,CAB-005112,5m SC-SC Multimode Patch cords,1, , ,HQ Store,ILARE PROPERTIES LTD.,Patchcord required for restoration of service at customers location
06 February 2017,CAB-005113,5m SC-SC Singlemode patch cord,1, , ,HQ Store,ILARE PROPERTIES LTD.,Patchcord required for restoration of service at customers location
06 February 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Ikeja Store,"Ghana Consulate General - 12, Oba Delemo St, Ikeja, Nigeria",For Maintenance: To restore service to the customer.
06 February 2017,TOL-18001,FDSC-SHTH-REP-24,1, , ,Ikeja Store,"Ghana Consulate General - 12, Oba Delemo St, Ikeja, Nigeria",For Maintenance: To restore service to the customer.
06 February 2017,INS-005101,Fibre Heat Shrink,2, , ,Ikeja Store,ipNX_West_Onikoyi_Aggn_Closure,maintenance at ipNX_West_Onikoyi_Aggn_Closure cut-over 
06 February 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,UPS Warehouse,ipNX_West_Onikoyi_Aggn_Closure,maintenance on ipNX_West_Onikoyi_Aggn_Closure cut-over
07 February 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,HQ Store,"Motorways Property Dev.Co.Ltd Plot 1293 Akin Adesola Street,VI",Cable required for service restoration at loaction
07 February 2017,CAB-70157,FHD-XJ1A-0100M,1, , ,HQ Store,Mountain Of Fire And Miracles Ministries.Lekki Phase 1.,"Customers drop cable is damaged, there is a need to re-run a 100m cable to restore outage"
22 February 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,UPS Warehouse,DOLPHIN ESTATE IKOYI,FTTH deployment
15 February 2017,CAB-70053,24 Core Fibre Optic Cable-Local,848, , ,UPS Warehouse,DOLPHIN ESTATE IKOYI,FTTH deployment.
09 February 2017,CAB-70162,FHD-XJ1A-0125M,1, , ,HQ Store,"Dalamal Deepak . 29, Kofo Abayomi Street Victori Island ",For maintenance at Dalamal's place
08 February 2017,INS-80002,Scotch tape,1, , ,Abuja Office/Store,NYSC HQ ABUJA,INSTALLATIONS
08 February 2017,INS-80131,Tie wraps(Big),1, , ,Abuja Office/Store,NYSC HQ ABUJA,INSTALLATIONS
21 September 2017,CAB-70162,FHD-XJ1A-0125M,1, , ,HQ Store,"Dalamal Deepak . 29, Kofo Abayomi Street Victori Island ",Items required for service restoration at customers location.
08 February 2017,CAB-70091,Hardened Drop Cables 120m,1, , ,Port Harcourt Store,"Adaeze Morah (house 10, Road 212 FHA) PHC.",For Activation of Customer
08 February 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,"Adaeze Morah (house 10, Road 212 FHA) PHC.",For Activation of Customer
08 February 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,"Adaeze Morah (house 10, Road 212 FHA) PHC.",For Activation of Customer
08 February 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,"Adaeze Morah (house 10, Road 212 FHA) PHC.",For Activation of Customer
08 February 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,"Adaeze Morah (house 10, Road 212 FHA) PHC.",For Activation of Customer
13 February 2017,INS-80131,Tie wraps(Big),1, , ,Abuja Office/Store,NYSC HQ ABUJA,Installation at the ANNEX OFFICE AREA 11
14 February 2017,CAB-70151,OCJ-S2-05MASCA-S2,1, , ,Ikeja Store,Backbone extension into Victoria water front Ikoyi,"To Tunbull cabinet for workaround to power Victoria Water Front, Ikoyi."
14 February 2017,TOL-17090,FPS-MPP1JJJ,1, , ,Ikeja Store,Backbone extension into Victoria water front Ikoyi,"To Tunbull cabinet for workaround to power Victoria Water Front, Ikoyi."
13 February 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store,"Dalamal Deepak . 29, Kofo Abayomi Street Victori Island ",Cable rerun will be done today. Tie wrap is required.
10 February 2017,CAB-70120,OCJ-S2-10MASCA-S2,2, , ,Ikeja Store,HQ,For maintenance on Idowu Martins link in the DC
10 February 2017,CAB-70130,OCJ-S2-02MASCA-S2,3, , ,Abuja Office/Store,ZUMA GROUP WEST AFRICA LTD,Zuma extension project activation and commissioning.
10 February 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,HQ Store,GTB.Adeola Odeku Victoria Island Lagios,For service restoration to GTB
10 February 2017,INS-005101,Fibre Heat Shrink,1, , ,Port Harcourt Store,MST 37  TRANS AMADI GARDEN FHA PHC ,Used to spliced damaged cable eaten by a rodent in the MST
10 February 2017,INS-80230,Face plate,3, , ,Port Harcourt Store,MST 37  TRANS AMADI GARDEN FHA PHC ,Used to spliced damaged cable eaten by a rodent in the MST
14 February 2017,CAB-70053,24 Core Fibre Optic Cable-Local,1100, , ,UPS Warehouse,EVEN SIDE OF LADIPO OLUWOLE STREET IKEJA LAGOS       ,Stringing of 24 core cable at even side of  ladipo oluwole street 
13 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,MARINA BST,Installation of ceragon p2p backhaul radio link at Marina BTS to Total
14 February 2017,CAB-70162,FHD-XJ1A-0125M,1, , ,HQ Store,Terrakulture  Tiamiyu Savage V.I,For maintenance at Terrakulture
14 February 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store,Terrakulture  Tiamiyu Savage V.I,For maintenance at Terrakulture
14 February 2017,CAB-70160,FHD-XJ1A-0300M,1, , ,Ikeja Store,"GNC LIVEWELL LIMITED 1B Opebi Road, Ikeja Lagos",For Maintenance - To restore service to the customer.
14 February 2017,INS-80115,Tie wrap(small),1, , ,Ikeja Store,"GNC LIVEWELL LIMITED 1B Opebi Road, Ikeja Lagos",For Maintenance - To restore service to the customer.
15 February 2017,CAB-70161,FHD-XJ1A-0175M,1, , ,Ikeja Store,"FCMB  Ademola Adetokunbo, ",For maintenance at FCMB
15 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"FCMB  Ademola Adetokunbo, ",For maintenance at FCMB
15 February 2017,CAB-70050,2.5MM Power Conductor Cables,10, , ,Port Harcourt Store,ELEKAHIA BST,These Items are required troubleshooting 4Motion BTS failure at ELEKAHIA.
16 February 2017,INS-80001,insulation tape,1, , ,Port Harcourt Store,NDPR EAST WEST ROAD PHC,new installation ceragon link at presidential  hotel and NDPR 
16 February 2017,INS-80131,Tie wraps(Big),2, , ,Port Harcourt Store,NDPR EAST WEST ROAD PHC,new installation ceragon link at presidential  hotel and NDPR 
16 February 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,395, , ,UPS Warehouse,"Backbone Extension Into Bell Apartment 2, lateef Jakande Ikoyi.","Backbone Extension Project.  Note: The BOM for this project was prepared when there was no FSB in store, the appropriate equipment is FSB not rack mountable splitter."
16 February 2017,CAB-1717,MST-0JXX00-A0500UM,1, , ,Ikeja Store,"Backbone Extension Into Falomo Place 3, Falomo close, Ikoyi.",Backbone Extension Project.
16 February 2017,TOL-17049,ONT,1,CIGGB0904027, ,HQ Store,Access Bank  115/117 BROAD STREET LAGOS ISLAND.,"For replacement at Access Bank. ONT is not coming up as expected. Hence, a need for replacement. Power level on patch cord is -28dBm."
16 February 2017,CAB-70097,Hardened Drop Cables 130m,1, , ,Port Harcourt Store,UNEGBU CHINEYE CYNTHIA RD 212 HUSE 8 FHA PHC,Activation of new customer
16 February 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,UNEGBU CHINEYE CYNTHIA RD 212 HUSE 8 FHA PHC,Activation of new customer
16 February 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,HQ Store,Lafarfette Mall-ILARE PROPERTIES LTD Sanusi Fafunwa VI,For maintenance at Lafarfette
16 February 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,Lafarfette Mall-ILARE PROPERTIES LTD Sanusi Fafunwa VI,For maintenance at Lafarfette
21 February 2017,TOL-13000,8m Foreign Treated Wooden Poles,5, , ,Ikeja Store,"Radisson Blu Hotels .247, Ozumba Mbadiwe Road, VI.","To install an additional MST splitter for Radisson Blu Hotels @247, Ozumba Mbadiwe Road, VI."
21 February 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,310, , ,UPS Warehouse,"Radisson Blu Hotels .247, Ozumba Mbadiwe Road, VI.",To install an additional MST splitter for Radisson Blu Hotels.
17 February 2017,CAB-005109,5m LC-SC Multimode Patch cord,4, , ,Ikeja Store,VI-HQ BST,to be used for the integrating the DPI
17 February 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,2, , ,Ikeja Store,VI-HQ BST,to be used for the integrating the DPI
20 February 2017,TOL-18001,FDSC-SHTH-REP-24,1, , ,Ikeja Store,"Image and Time Nig Ltd 2, Reverend Ogunbiyi Str, GRA Ikeja.",For maintenance - to restore service to the customer - used on Saturday 18/2/2017
21 February 2017,CAB-70151,OCJ-S2-05MASCA-S2,2, , ,Ikeja Store,DOLPHIN ESTATE IKOYI,to power cabinet at Dolphin estate
21 February 2017,TOL-17090,FPS-MPP1JJJ,2, , ,Ikeja Store,DOLPHIN ESTATE IKOYI,for cabinet 3 at Dolphin estate
21 February 2017,TOL-13000,8m Foreign Treated Wooden Poles,9, , ,Ikeja Store,BOM_CANAAN PLAZA MARWA LEKKI,For Arial installation of Cannal Plaza project
21 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"ISON BPO  Plt PC II, Engineering Cls, V.I",For maintenance at location above
21 February 2017,TOL-171092,FHD-XJ1A-0150M,1, , ,Ikeja Store,"ISON BPO  Plt PC II, Engineering Cls, V.I",For maintenance at location above
21 February 2017,CAB-70053,24 Core Fibre Optic Cable-Local,420, , ,UPS Warehouse,"7A Samuel Adedoyin Street Off Liverpool Road, GRA APAPA ",To be used for maintenance for serice restoration at Samuel Adedoyin street Apapa
22 February 2017,TOL-17049,ONT,1,CIGGB0904231, ,HQ Store,"Total Nigeria PLC Total House  PC 23 Engineering Close, Victoria",for link installation at Total V.I
22 February 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,1, , ,HQ Store,Fidelity Bank  Broad Street.,For maintenance at Fidelity Bank
22 February 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,69, , ,HQ Store,Fidelity Bank  Broad Street.,For maintenance at Fidelity Bank
22 February 2017,TOL-18001,FDSC-SHTH-REP-24,1, , ,HQ Store,Fidelity Bank  Broad Street.,For maintenance at Fidelity Bank
22 February 2017,TOL-171075,FDH59M1-SC/APC288,1, , ,UPS Warehouse,ipNX_Cabinet at No 4 Olumo Street Parkview Estate Ikoyi.,Maintenance work for Transferring of Cabinet at No 4 Olumo street Parkview estate ikoyi
22 February 2017,INS-80115,Tie wrap(small),2, , ,Ikeja Store,"7A Samuel Adedoyin Street Off Liverpool Road, GRA APAPA ",To restore service to the customer.
23 February 2017,INS-80115,Tie wrap(small),1, , ,Ikeja Store,"UBA  .9, Wharf Road Apapa Lagos",To restore customers MST Tail cut by trucks.
23 February 2017,TOL-17112,OFDR-I-01-8U,2, , ,Ikeja Store,"UBA  .9, Wharf Road Apapa Lagos",To restore customers MST Tail cut by trucks.
23 February 2017,CAB-070155,12 core fiber optic cable-Foreign,250, , ,HQ Store,RADIX CAPITAL  3rd Floor Aiico Building VI,For maintenance
23 February 2017,TOL-18001,FDSC-SHTH-REP-24,2, , ,HQ Store,RADIX CAPITAL  3rd Floor Aiico Building VI,For maintenance
23 February 2017,CAB-70130,OCJ-S2-02MASCA-S2,2, , ,Ikeja Store,EVEN SIDE OF LADIPO OLUWOLE STREET IKEJA LAGOS       ,Patching of port 9 &10 to OLT1&2 slot 8 at Ikeja pop 
06 March 2017,TOL-17090,FPS-MPP1JJJ,2, , ,Ikeja Store,EVEN SIDE OF LADIPO OLUWOLE STREET IKEJA LAGOS       ,patching at Kodesho cabinet
24 February 2017,INS-005101,Fibre Heat Shrink,2, , ,Ikeja Store,ipNX_Cabinet at No 4 Olumo Street Parkview Estate Ikoyi.,Maintenance at ipNX_ Cabinet No 4 Olumo Street Parkview estate ikoyi 
24 February 2017,INS-80001,insulation tape,1, , ,Ikeja Store,ipNX_Cabinet at No 4 Olumo Street Parkview Estate Ikoyi.,Maintenance at ipNX_ Cabinet No 4 Olumo Street Parkview estate ikoyi 
24 February 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,ipNX_Cabinet at No 4 Olumo Street Parkview Estate Ikoyi.,Maintenance at ipNX_ Cabinet No 4 Olumo Street Parkview estate ikoyi 
24 February 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,UPS Warehouse,ipNX_Cabinet at No 4 Olumo Street Parkview Estate Ikoyi.,Maintenance at ipNX _Cabinet No 4 Olumo Street Parkview estate ikoyi 
24 February 2017,CAB-70097,Hardened Drop Cables 130m,1, , ,Port Harcourt Store,Frandrick International Limited Mabisel Avenue  Port Harcourt,New customer activation on 24/02/2017
24 February 2017,CAB-70120,OCJ-S2-10MASCA-S2,1, , ,Port Harcourt Store,Frandrick International Limited Mabisel Avenue  Port Harcourt,New customer activation on 24/02/2017
24 February 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,Frandrick International Limited Mabisel Avenue  Port Harcourt,New customer activation on 24/02/2017
24 February 2017,INS-80001,insulation tape,1, , ,Port Harcourt Store,Frandrick International Limited Mabisel Avenue  Port Harcourt,New customer activation on 24/02/2017
24 February 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,Frandrick International Limited Mabisel Avenue  Port Harcourt,New customer activation on 24/02/2017
24 February 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,Allagoa Nkiruka (House 13) Road 314 FHA PHC,MAINTENANCE
24 February 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,Ikeja Store,"Oby Inuwa-Globus Resources Ltd  Blk C, Flat 14, Eko Court",For maintenance
27 February 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,HQ Store,"Oghogho Makinde  Plot 64A Road 3, VGC.",there is need to re-run a 50m drop cable at this location to restore service.
24 February 2017,TOL-13000,8m Foreign Treated Wooden Poles,11, , ,Ikeja Store,"Oladipo Oluwole street, Apapa","For FTTH installation for Oladipo Oluwole, Apapa GRA. Lagos."
27 February 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,"Oladipo Oluwole street, Apapa","for FTTH installation at Oladipo Oluwole street, apapa GRA. Lagos"
